en,notes,length (ignore),de,it,es
after a successful conversion,,29,nach einer gelungenen Bekehrung,dopo una avvenuta conversione,tras una conversión exitosa
Archer and Naval civilization,,29,Volk von Bogenschützen und Seefahrern,Civiltà nota per arcieri e navi,Civilización Naval y de Arqueros
Archer with a very long range,,29,Bogenschütze mit großer Reichweite,Arciere con elevatissima gittata,Arquero con un largo alcance
Archer with high pierce armor,,29,Bogenschütze mit hohem Fernkampfpanzer,Arciere con robusta corazza per armi da lancio,Arquero con elevada armadura antiproyectil
Basic Ship with ranged attack,,29,Kriegsschiff mit Distanzangriff,Nave basilare con attacco a distanza,Barco básico con ataque a distancia
for each Monastery technology,,29,für jede Kloster-Technologie,per ogni teconologia del monastero,por cada tecnología del Monasterio
in Feudal/Castle/Imperial Age,,29,in der Feudal-/Ritter-/Imperialzeit,in età feudale/età dei castelli/età imperiale,en la Edad Feudal/de los Castillos/Imperial
Monks can convert enemy Monks,,29,Mönche können feindliche Mönche bekehren,I monaci possono convertire monaci nemici,Los Monjes pueden convertir Monjes enemigos
Villagers construct Buildings,... % faster,29,Dorfbewohner bauen,I costruttori lavorano con,Los Aldeanos construyen Edificios un X% más rápido
"years Relic, Wonder victories",,29,Jahre Reliquien/Wunder-Sieg,vittoria tramite reliquie o meraviglia,"años de Reliquias, victorias por Maravilla"
bonus dmg from Siege Weapons,,28,Bonusschaden von Belagerungswaffen,attacco bonus da parte delle armi da assedio,bonus de daño de las Armas de Asedio
Camel and Naval civilization,,28,Volk von Kamelreitern und Seefahrern,Civiltà nota per cammelli e navi,Civilización naval y de camellos
conversion chance reduced by,,28,Chance für Bekehrung reduziert um,probabilità di conversione ridotta di,posibilidades de conversión reducidas en
"High HP, slow Cavalry Archer",,28,Langsamer Ber. Bogens. mit hohen LP,Arciere a cavallo lento con elevati punti vita,"Arquero a Caballo lento, con altos PR"
Only affects the first arrow,,28,Wirkt nur auf den ersten Pfeil,influenza solo la prima freccia,Sólo afecta la primera flecha
Required for Gunpowder units,,28,Benötigt für Schießpulvereinheiten,Necessaria per creare unità con polvere da sparo,Necesario para unidades de Pólvora
Tower and Naval civilization,,28,Volk von Seefahrern und Turmbauern,Civiltà nota per torri e navi,Civilización Naval y de Torres
Unit min/max conversion time,,28,Min/Max Bekehrungszeit f. Einh.,tempo di conversione unità min/max,Tiempo de conversión mín/máx de la unidad
Building min/max conv. time,,27,Min/Max Bekehrzeit für Gebäude,Tempo di conv. min/max,Tiempo mín./máx. de conversión de Edificios
Cavalry Archer civilization,,27,Volk von berittenen Bogenschützen,Civiltà nota per gli arcieri a cavallo,Civilización de Arqueros a Caballo
create Huskarls at Barracks,,27,Erschaffe Huskarle in Barracken,Crea gli huskarl negli alloggiamenti,crear Huscarles en el Cuartel
Demolition Ship/ War Galley,,27,Brander/ Kriegsgaleere,Nave da demolizione/galea da guerra,Barco de Demolición/ Galera de Guerra
Each House supports 5 units,,27,Jedes Haus bietet Platz für 5 Einheiten,Ogni casa supporta 5 unità,Cada casa mantiene 5 unidades
Reduces fee for tributes to,,27,Reduziert die Gebühr für Tribute auf,Riduce i dazi sui tributi al,Reduce los intereses para los tributos a
Repair rate: First villager,,27,Reparaturrate: Erster Dorfbewohner,Rateo di riparazione: per il primo abitante,Tasa de reparación: Primer aldeano
Required for Siege Workshop,,27,Benötigt für Waffenschmiede,Necessario per il laboratorio d'assedio,Necesario para el Taller de Maquinaria de Asedio
Used to build Siege Weapons,,27,Verwendet zum Bauen von Belagerungswaffen,Utilizzato per costruire armi da assedio,Usado para construir Armas de Asedio
Very weak to Building fire!,,27,Von Gebäuden leicht verwundbar!,Molto fragile al fuoco delle costruzioni!,¡Muy vulnerable a los proyectiles de Edificios!
+0.05/garrisoned inf. unit,,26,+0.05/einquart. Infanterie,+0.05/fanteria in presidio,+0.05/unidad de infantería guarecida
fast-firing Cavalry Archer,,26,schnell schießender Ber. Bogenschütze,Arciere a cavallo veloce nel tirare frecce,Arquero a Caballo de disparo rápido
Military Buildings provide,,26,Militärgebäude bieten,Ogni costruzione militare fornisce,Los Edificios Militares proporcionan
Militia-line costs no gold,,26,Schwertkampf-Linie kostet kein Gold,Milizia e suoi potenziamenti non costano oro,La línea de unidades de la Milicia no cuesta oro
Monk carrying Relics speed,,26,Geschwindigkeit von Mönchen mit Reliquien,Velocità dei monaci che trasportano reliquie,La velocidad de los Monjes transportando reliquias
so gold accumulates faster,,26,sodass schneller Gold gesammelt wird,consentendo di accumulare oro più velocemente,de manera que el oro se acumula más rápido
so they are harder to kill,,26,sodass sie schwieriger zu töten sind,rendendo più difficile la loro uccisione,haciéndolos más difíciles de matar
are created twice as fast,,25,werden doppelt so schnell erschaffen,sono creati due volte più velocemente,son creados el doble de rápido
Create Tarkans at Stables,,25,Erschaffe Tarkane in Ställen,Crea i tarkan nelle scuderie,Crear Tarcanos en los Establos
Each arrow 3 dmg vs. Rams,,25,Jeder Pfeil 3 Schaden gg. Rammen,Ogni freccia 3 danni contro arieti,Cada flecha hace 3 pts. de daño vs. Arietes
Elite Genoese Crossbowman,,25,Gen. Elite-Armbrusts.,Balestriere genovese d'élite,Genovés Ballestero de Élite
Elite Genoese Crossbowmen,,25,Gen. Elite-Armbrusts.,Balestrieri genovesi d'élite,Genoveses Ballesteros de Élite
Farms built twice as fast,,25,Felder doppelt so schnell gebaut,Fattorie costruite al doppio della velocità,Granjas construidas el doble de rápido
Gold Mining upgrades free,,25,Goldabbau-Entwicklungen gratis,Potenziamenti di estrazione dell'oro gratuiti,Mejoras del campamento de Oro Gratis 
min./max. conversion time,,25,min/max Bekehrungszeit,tempo conversione min/max,tiempo de conversión mín./máx.
"Required for Farm, Market",,25,"Benötigt für Feld, Marktplatz","Necessario per fattorie, mercato","Necesario para las Granjas, Mercado"
Siege Workshop units move,,25,Waffenschmiede-Einheiten bewegen sich,Le unità costruite nei laboratori d'assedio si muovono con,Las unidades del Taller de Maquinaria de Asedio se mueven
+10/garrisoned inf. unit,,24,+10/einquart. Infanterie,+10/fanteria in presidio,10/unidad de infantería guarecida
conversion chance halved,,24,Chance für Bekehrung halbiert,probabilità di conversione dimezzata,posibilidades de conversión reducidas a la mitad
Elite Ballista Elephants,,24,Elite-Ballistenelefant,Elefante con balista d'élite,Elefantes con Balista de Élite
Foot Archer civilization,,24,Volk von Bogenschützen,Civiltà nota per gli arcieri a piedi,Civilización de Arqueros a Pie
Free Lumbercamp upgrades,,24,Holzfäller-Technologien kostenlos,Potenziamenti delle falegnamerie gratuiti,Mejoras del Campamento Maderero gratis
min/max conversion times,,24,min/max Bekehrungszeit,tempi conversione min/max,tiempo de conversión máx.
Monks regain their faith,... % faster,24,Mönche regenerieren ihren Glauben,Velocità di recupero della fede da parte dei monaci:,Los Monjes recuperan su fe un
starting from Feudal Age,,24,startend ab der Feudalzeit,a partire dall'età feudale,a partir de la Edad Feudal
Stronger than Stone Wall,,24,Stärker als der Steinwall,Più resistenti delle mura di pietra,Más fuerte que el Muro de Piedra
two Castle Age Buildings,,24,zwei Gebäude der Ritterzeit,due costruzioni dell'età dei castelli,dos Edificios de la Edad de los Castillos
two Feudal Age Buildings,,24,zwei Gebäude der Feudalzeit,due costruzioni dell'età feudale,dos Edificios de la Edad Feudal
which are better armored,,24,die besser gepanzert sind,meglio corazzati,que están mejor acorazados
Advance to Imperial Age,,23,Fortschreiten zur Imperialzeit,Passare all'età imperiale,Avanzar a la Edad Imperial
anti-Gunpowder Infantry,,23,anti-Schießpulver Infanterie,fanteria anti-polvere da sparo,Infantería anti-Pólvora
Elite Ballista Elephant,,23,Elite-Ballistenelefant,Elefante con balista d'élite,Elefante con Balista de Élite
Elite Karambit Warriors,,23,Elite-Karambitkämpfer,Guerriero con karambit d'élite,Reclutas con Karambit de Élite
heavily armored warship,,23,gepanz. Kriegsschiff,nave da guerra corazzata,barco fuertemente acorazado
Missile units/buildings,,23,Fernkampf-Einheiten/Gebäude,Unità con proiettili/costruzioni,Edificios/unidades de proyectiles
more resistant to Monks,,23,resistenter gegen Mönche,maggiore resistenza ai monaci,más resistente a Monjes
Powerful but vulnerable,,23,Stark aber verwundbar,Potente ma vulnerabile,Poderoso pero vulnerable
Reduces the trading fee,,23,Reduziert die Handelsgebühr,Riduce il dazio sul commercio,Reduce la tarifa de mercado
Resistant to conversion,,23,Resistent gg. Bekehrung,Resistente alla conversione,Resistente a la Conversión
Start with a free llama,,23,Starten mit einem Lama,Iniziano con un lama gratuito,Comienzan con una llama gratis
Treadmill Crane/Spanish,,23,Baukran/Spanier,Argano/Spagnoli,Grúa/Españoles
Units resist conversion,,23,Einheiten widerstehen Bekehrung,Unità più resistenti alla conversione,Las unidades resisten a la conversión
weak to Halbs and Monks,,23,schwach gg. Helleb. und Mönche,debole contro alabardieri e monaci,débil frente Alabarderos y Monjes
"(Trade, mines, relics)",,22,"(Handel, Minen, Reliquien)","(Commercio, miniere, reliquie)","(Comercio, minas, reliquias)"
anti-Infantry Infantry,,22,anti-Infanterie Infanterie,fanteria anti-fanteria,Infantería anti-Infantería
are created/researched,unit ... % faster,22,erschaffen/entwickeln,sono create/sviluppate con,son creados/desarrollados
chance of conversion/s,,22,Chance für Bekehrung/s,probabilità di conversione per secondo,posibilidades de conversión/es
Defensive civilization,,22,Defensives Volk,Civiltà difensiva,Civilización defensiva
Elite Battle Elephants,,22,Elite-Elefantenreiter,Elefanti da combattimento d'élite,Elefantes de Batalla de Élite
Elite Elephant Archers,,22,Elite-Elefantenbogenschützen,Arcieri su elefante d'élite,Elefantes Arqueros de Élite
Elite Karambit Warrior,,22,Elite-Karambitkämpfer,Guerriero con karambit d'élite,Recluta con Karambit de Élite
Elite Teutonic Knights,,22,Elite-Deutschritter,Cavalieri teutonici d'élite,Caballero de la Orden Teutónica de élite
except Gunpowder units,,22,außer Schießpulver-Einheiten,escluse le unità con polvere da sparo,excepto unidades de Pólvora
Gunpowder civilization,,22,Volk mit Schießpulver,Civiltà nota per la polvere da sparo,Civilización de Pólvora
Heavy Demolition Ships,,22,Schwere Brander,Navi da demolizione corazzate,Buques de Demolición Pesados
in Castle/Imperial Age,,22,in der Ritter-/Imperialzeit,in età dei castelli/età imperiale,en la Edad de los Castillos/Imperial
Market trade cost only,,22,Handel im Marktplatz kostet nur,Costo del commercio al mercato: solo,El intercambio de recursos en el Mercado cuesta sólo
mounted hand cannoneer,,22,berittener Kanonier,cannoniere a cavallo,artillero manual montado
Slow and heavy cavalry,,22,"Langsame, schwere Kavallerie",Cavalleria lenta e pesante,Caballería pesada y lenta
starting in Feudal Age,,22,startend ab der Feudalzeit,a partire dall'età feudale,comenzando en la Edad Feudal
two Dark Age Buildings,,22,zwei Gebäude der Dunklen Zeit,due costruzioni dell'alto Medioevo,dos Edificios de la Alta Edad Media
Upgrades: at Monastery,,22,Upgrades im Kloster,Potenziamenti: al monastero,Mejoras: en el Monasterio
anti-Cavalry Infantry,,21,anti-Kavallerie Infanterie,fanteria anti-cavalleria,Infantería anti-Caballería
anti-Infantry Cavalry,,21,anti-Infanterie Kavallerie,cavalleria anti-fanteria,Caballería anti-Infantería
Bonus against Cavalry,,21,Bonus gegen Kavallerie,Bonus contro la cavalleria,Bonus contra Caballería
cannot pick up Relics,,21,können keine Reliquen aufnehmen,non può raccogliere reliquie,No puede recoger Reliquias
Does not affect Siege,,21,Wirkt nicht auf Belagerungswaffen,Non potenzia le armi da assedio,No afecta a las Armas de Asedio
Elite Battle Elephant,,21,Elite-Elefantenreiter,Elefante da combattimento d'élite,Elefante de Combate de Élite
Elite Cannon Galleons,,21,Elite-Kriegsgaleonen,Galeoni armati d'élite,Galeones Artillados de Élite
Elite Elephant Archer,,21,Elite-Elefantenbogenschütze,Arciere su elefante d'élite,Elefante Arquero de Élite
Elite Jaguar Warriors,,21,Elite-Jaguarkrieger,Guerrieri giaguaro d'élite,Guerreros Jaguar de Élite
Elite Shotel Warriors,,21,Elite-Shotelkrieger,Guerrieri con shotel d'élite,Shotelais de Élite
Elite Teutonic Knight,,21,Elite-Deutschritter,Cavaliere teutonico d'élite,Caballero de la Orden Teutónica de Élite
Elite Throwing Axeman,,21,Elite-Axtwerfer,Lanciatore di ascia d'élite,Lanzador de Hachas de Élite
Elite Throwing Axemen,,21,Elite-Axtwerfer,Lanciatori di ascia d'élite,Lanzadores de Hachas de Élite
Fire Ship/ War Galley,,21,Feuer-Trireme/ Kriegsgaleere,Nave incendiaria/galea da guerra,Brulote/ Galera de Guerra
Heavy Cavalry Archers,,21,Schw. Ber. Bogenschützen,Arcieri corazzati a cavallo,Caballería Pesada de Arqueros
Heavy Demolition Ship,,21,Schwerer Brander,Nave da demolizione corazzata,Buque de Demolición Pesado
Infantry civilization,,21,Volk von Infanterie,Civiltà nota per la fanteria,Civilización de Infantería
max. number of arrows,,21,max. Anzahl an Pfeilen,numero max frecce,número de flechas máx.
Military units except,,21,Militäreinheiten außer,Tutte le unità militari tranne,Unidades militares excepto
Monks carrying Relics,,21,Mönche mit Reliquien,I monaci che trasportano reliquie,Monjes llevando Reliquias
regenerating Infantry,,21,regenerierende Infanterie,fanteria auto-guarente,Infantería que se regenera
Relics visible on map,,21,Reliquen auf der Karte sichtbar,Le reliquie sono visibili sulla mappa,Las Reliquias se hacen visibles en el mapa
shoot two projectiles,,21,feuern zwei Bolzen,lanciano due proiettili,dispara dos proyectiles
Town Centers only get,,21,Dorfzentren bekommen nur,I centri città ricevono solo,Los Centros Urbanos sólo obtienen
University researches,,21,Technologien der Universität,Le tecnologie dell'università vengono sviluppate con,La Universidad desarrolla
with Parthian Tactics,,21,mit Parthischem Manöver,con tattica dei Parti,con Tácticas de los Partos
anti-Archer Infantry,,20,anti-Bogenschützen Infanterie,fanteria anti-arcieri,Infantería anti-Arqueros
anti-Cavalry bonuses,,20,anti-Kavallerie Boni,bonus anti-cavalleria,bonuses anti-Caballería
anti-Infantry Archer,,20,anti-Infanterie Bogenschütze,arciere anti-fanteria,Arquero anti-Infantería
anti-Infantry damage,,20,anti-Infanterie Schaden,danno anti-fanteria,daño anti-Infantería
Cavalry civilization,,20,Volk von Reitern,Civiltà nota per la cavalleria,Civilización de Caballería
Elite Cannon Galleon,,20,Elite-Kriegsgaleone,Galeone armato d'élite,Galeón Artillado de Élite
Elite Eagle Warriors,,20,Elite-Adlerkrieger,Guerrieri aquila d'élite,Guerreros Águila de Élite
Elite Jaguar Warrior,,20,Elite-Jaguarkrieger,Guerriero giaguaro d'élite,Guerrero Jaguar de Élite
Elite Magyar Huszars,,20,Ungarische Elite-Husare,Ussari magiari d'élite,Huszares Magiares de Élite
Elite Plumed Archers,,20,Elite-Federpfeilschützen,Arcieri piumati d'élite,Arqueros de Plumas de Élite
Elite Rattan Archers,,20,Elite-Rattanbogenschützen,Arciere con rattan d'élite,Arqueros de Ratán de Élite
Elite Shotel Warrior,,20,Elite-Shotelkrieger,Guerriero con shotel d'élite,Shotelai de Élite
every additional one,,20,jeder zusätzliche,dal secondo in poi,cada uno adicional
fast-moving Infantry,,20,schnelle Infanterie,Fanteria veloce nei movimenti,Infantería de movimiento rápido
Fire/Demolition Ship,,20,Feuer-Trireme/Brander,Nave incendiaria/da demolizione,Brulote/Buque de Demolición
Heavy Cavalry Archer,,20,Schwerer Ber. Bogenschütze,Arciere corazzato a cavallo,Caballería Pesada de Arqueros
Imperial Skirmishers,,20,Imperiale Plänkler,Fanteria leggera imperiale,Guerrilleros Imperiales
Improved Conversion:,,20,Bekehrung verbessert:,Conversione migliorata:,Conversión mejorada:
Leather Archer Armor,,20,"Lederpanzer f, Bogenschützen",Corazza in cuoio per arciere,Armadura de Cuero para Arqueros
max. conversion time,,20,max. Bekehrungszeit,tempo max conversione,tiempo de conversión máx.
min. conversion time,,20,min. Bekehrungszeit,tempo min conversione,tiempo de conversión mín.
Monastery techs cost,… -50%,20,Kloster-Technologien kosten,Le tecnologie del monastero costano,Las tecnologías del Monasterio cuestan un
Siege Workshop units,,20,Waffenschmiede-Einheiten,Unità del laboratorio d'assedio,Unidades del Taller de Maquinaria de Asedio
Two-Handed Swordsman,,20,Zweihandschwertkämpfer,Guerriero con spadone a due mani,Espadachín de Mandoble
Two-Handed Swordsmen,,20,Zweihandschwertkämpfer,Guerrieri con spadone a due mani,Espadachines de Mandoble
Villagers mine stone,... % faster,20,Dorfbewohner sammeln Stein,I cavatori lavorano con,Los Aldeanos minan piedra un
weak vs. other units,,20,schwach gg. andere Einheiten,debole contro altre unità,débil contra otras unidades
and lets you create,,19,und ermöglicht die Ausbildung,e permette di creare,y te permite crear
anti-Cavalry Archer,,19,anti-Ber. Bogens.,anti-arcieri a cavallo,anti-Arqueros a Caballo
Archer civilization,,19,Volk von Bogenschützen,Civiltà nota per gli arcieri,Civilización de Arqueros
Archery Range units,,19,Schießanlagen-Einheiten,Unità dell'area di tiro con l'arco,Unidades de la Galería de Tiro con Arco
Cavalry Archer-line,,19,Ber. Bogenschützen-Linie,Arcieri a cavallo,Línea del Arquero a Caballo
Chain Barding Armor,,19,Kettenpanzer f. Pferde,Cotta di maglia per cavalleria,Armadura de Cota de Malla para Caballería
Elite Camel Archers,,19,Elite-Kamelbogenschützen,Arcieri a cammello d'élite,Camellos Arqueros de Élite
Elite Conquistadors,,19,Elite-Konquistadoren,Conquistador d'élite,Conquistadores de Élite
Elite Eagle Warrior,,19,Elite-Adlerkrieger,Guerriero aquila d'élite,Guerrero Águila de Élite
Elite Magyar Huszar,,19,Ungarischer Elite-Husar,Ussaro magiaro d'élite,Huszár Magiar de Élite
Elite Plumed Archer,,19,Elite-Federpfeilschütze,Arciere piumato d'élite,Arquero de Plumas de Élite
Elite Rattan Archer,,19,Elite-Rattanschütze,Arciere con rattan d'élite,Arquero de Ratán de Élite
Elite War Elephants,,19,Elite-Kriegselefanten,Elefanti da guerra d'élite,Elefantes de Guerra de Élite
except Missionaries,,19,außer Missionare,esclusi i missionari,excepto Misionarios
Genoese Crossbowman,,19,Genues. Armbrustsch.,Balestriere genovese,Genovés Ballestero
Genoese Crossbowmen,,19,Genues. Armbrustsch.,Balestrieri genovesi,Genoveses Ballesteros
Heals wounded units,,19,Heilt verwundete Einheiten,Guarisce le unità ferite,Cura unidades heridas
Imperial Skirmisher,,19,Imperialer Plänkler,Fanteria leggera imperiale,Guerrillero Imperial
Lumber/Mining Camps,,19,Holzfäller-/Bergarbeiterlager,Falegnamerie/aree minerarie,Campamentos Maderero/Minero
not Gunpowder units,,19,nicht Schießpulver-Einheiten,ma non le unità con polvere da sparo,no unidades de Pólvora
Padded Archer Armor,,19,gefütt. Bogenschützenrüstung,Corazza imbottita per arciere,Armadura Acolchada para Arqueros
Plate Barding Armor,,19,Plattenpanzer f. Pferde,Corazza a piastre per cavalleria,Armadura de Placas para Caballería Pesada
requires blacksmith,,19,benötigt Schmiede,necessario fabbro,requiere herrería
Scale Barding Armor,,19,Schuppenpanzer f. Pferde,Corazza a scaglie per cavalleria,Armadura de Láminas para Caballería Pesada
"slow, heavy Cavalry",,19,"langsame, schwere Kavallerie",Cavalleria lenta e pesante,"Caballería pesada, lenta"
Villagers chop wood,... % faster,19,Dorfbewohner fällen Holz,I taglialegna lavorano con,Los Aldeanos cortan madera un
Villagers mine gold,... % faster,19,Dorfbewohner sammeln Gold,I minatori lavorano con,Los Aldeanos minan oro un
with Fortified Wall,,19,mit Befestiger Wall,con mura fortificate,con Muralla Fortificada
and lets you build,,18,und ermöglicht den Bau von,e permette di costruire,y te permite construir
are better armored,,18,sind besser gepanzert,sono meglio corazzati,están mejor acorazados
Attack for Petards,+200 ...,18,Angriff für Petardiere,di attacco per i petardi,ataque para los Petardos
Ballista Elephants,,18,Ballistenelefanten,Elefanti con balista,Elefantes con Balista
cause blast damage,,18,verursachen Flächenschaden,infliggono danno ad area,causa daño de área
Elite Camel Archer,,18,Elite-Kamelbogenschütze,Arciere a cammello d'élite,Camello Arquero de Élite
Elite Conquistador,,18,Elite-Konquistador,Conquistador d'élite,Conquistador de Élite
Elite Turtle Ships,,18,Elite-Schildkrötenschiffe,Testuggini marine d'élite,Barcos Tortuga de Élite
Elite War Elephant,,18,Elite-Kriegselefant,Elefante da guerra d'élite,Elefante de Guerra de Élite
Elite Woad Raiders,,18,Elite-Freischärler,Predoni del guado d'élite,Invasores de Pastos de Élite
except for Wonders,,18,außer Wunder,eccetto sulle meraviglie,excepto Maravillas
except Skirmishers,,18,außer Plänklern,esclusa la fanteria leggera,excepto Guerrilleros
Farm upgrades free,,18,Technologien für Felder kostenlos,Potenziamenti delle fattorie gratuiti,Mejoras para las Granjas gratis
fast-firing Archer,,18,schnell schießender Bogenschütze,Arciere veloce nel tirare frecce,Arquero de disparo rápido
fast-moving Archer,,18,schneller Bogenschütze,Arciere veloce nei movimenti,Arquero de movimiento rápido
fire without delay,,18,schießen ohne Verzögerung,tirano senza ritardo,disparan sin demora
Imperial Age Tech:,,18,Imperialzeit-Tech:,Tecnologià dell'età imperiale:,Tecnología de la Edad Imperial:
Melee/Pierce Armor,,18,Nah-/Fernk.-Panzer,Corazza da corpo a corpo/per armi da lancio,Armadura de Melé/Antiproyectiles
mounted Skirmisher,,18,berittener Plänkler,Fanteria leggera a cavallo,Guerrillero montado
Naval civilization,,18,Volk von Seefahrern,Civiltà nota per le navi,Civilización Naval
not Cavalry Archer,"Cavalry, Archer, (not Cavalry Archer)",18,kein Ber. Bogens.,non Arciere a cavallo,No Arquero a Caballo
Scorpion-like ship,,18,Skorpion-ähnliches Schiff,Nave simil-balestra,Barco similar a los Escorpiones
Stone Shaft Mining,,18,Steinbergbau,Estrazione della pietra in miniera,Pozo de Cantera
Unique Technology:,,18,Spezialtechnologie:,Tecnologia riservata:,Tecnología Única:
which are stronger,,18,die stärker sind,più forti,que son más fuertes
which fire farther,,18,die weiter schießen,che possiedono maggiore gittata,que disparan más rápido
wood in Castle Age,,18,Holz in der Ritterzeit,di legname a partire dall'Età dei castelli,madera en la Edad de los Castillos
Additional arrows,,17,Zusätzliche Pfeile,Ulteriori frecce,Flechas adicionales
Advancing to Ages,.. +80% faster,17,Zeitalter fortschreiten,Passano di età con,Avanzar de Edad es 
anti-Building dmg,,17,anti-Gebäude Schaden,danno anti-costruzioni,daño anti-Edificios
Ballista Elephant,,17,Ballistenelefant,Elefante con balista,Elefante con Balista
Construction time,,17,Bauzeit,Tempo di costruzione,Tiempo de construcción
Economic Building,,17,Wirtschaftsgebäude,Costruzione economica,Edificio Económico
Elite Cataphracts,,17,Gep. Elite-Reiter,Catafratti d'élite,Catafractas de Élite
Elite Janissaries,,17,Elite-Janitschare,Giannizzeri d'élite,Jenízaros de Élite
Elite Skirmishers,,17,Elite-Plänkler,Fanteria leggera d'élite,Guerrilleros de Élite
Elite Turtle Ship,,17,Elite-Schildkrötenschiff,Testuggine marina d'élite,Barco Tortuga de Élite
Elite Woad Raider,,17,Elite-Freischärler,Predone del guado d'élite,Invasor de Pastos de Élite
Faster conversion,,17,Schnellere Bekehrung,Conversione più veloce,Conversión más rápida
Gold Shaft Mining,,17,Goldbergbau,Estrazione dell'oro in miniera,Pozo Minero Aurífero
Karambit Warriors,,17,Karambitkämpfer,Guerriero con karambit,Reclutas con Karambit
long-range Archer,,17,Bogenschütze mit großer Reichweite,Arciere a lunga gittata,Arquero de largo alcance
of Monk heal rate,,17,von Mönchen,del rateo di guarigione dei monaci,de la tasa de curación de los Monjes
Parthian Tactics],,17,Parthisches Manöver],Tattica dei Parti],Tácticas de los Partos]
Ring Archer Armor,,17,Kettenhemd f. Bogenschützen,Corazza ad anelli per arciere,Armadura de Anillos para Arqueros
Team Castles work,... % faster,17,Burgen im Team arbeiten,I castelli della squadra lavorano con,Los Castillos trabajan un
Town Centers cost,,17,Dorfzentren kosten,I centri città costano,Los Centros Urbanos cuestan
Town Watch/Patrol,,17,Stadtpatrouille/-Wache,Guardia/ronda cittadina,Guardia/Patrulla Urbana
Tributes are free,,17,Tribute kosten keine Gebühren,Evita ogni dazio sui tributi,Enviar tributos es gratis
which fire arrows,,17,die Pfeile schießen,che tirano frecce,que disparan flechas
anti-Cavalry dmg,,16,anti-Kavallerie Schaden,danno anti-cavalleria,daño anti-Caballería
anti-Ship damage,,16,anti-Schiff Schd.,danno anti-navi,daño anti-Barcos
Attack/Range for,,16,Angriff/Reichweite für,attacco/gittata per,ataque/alcance para los
Battle Elephants,,16,Elefantenreiter,Elefanti da combattimento,Elefantes de Combate
Castle Age Tech:,,16,Ritterzeit-Tech:,Tecnologia dell'età dei castelli:,Tecnología de la Edad de los Castillos:
Chain Mail Armor,,16,Kettenpanzer,Cotta di maglia per fanteria,Armadura de Cota de Malla
conversion range,,16,Reichweite für Bekehrung,distanza di conversione,alcance de conversión
Demolition Rafts,,16,Sprengflöße,Zattere da demolizione,Balsas de Demolición
Demolition Ships,,16,Brander,Navi da demolizione,Barcos de Demolición
Elephant Archers,,16,Elefanten-Bogenschützen,Arcieri su elefante,Elefantes Arqueros
Elite Cataphract,,16,Gep. Elitereiter,Catafratto d'élite,Catafracta de Élite
Elite Chu Ko Nus,,16,Elite-Chu Ko Nus,Chu Ko Nu d'élite,Chu Ko Nus de Élite
Elite Longbowman,,16,Elite-Langbogens.,Arciere con arco lungo d'élite,Arquero de Tiro Largo de Élite
Elite Longbowmen,,16,Elite-Langbogens.,Arcieri con arco lungo d'élite,Arqueros de Tiro Largo de Élite
Elite Organ Guns,,16,Elite-Orgelkanonen,Organi d'élite,Cañones de Salvas de Élite
Elite Skirmisher,,16,Elite-Plänkler,Fanteria leggera d'élite,Guerrillero de Élite
Elite War Wagons,,16,Elite-Kriegswagen,Carri da guerra d'élite,Carretas de Guerra de Élite
HP in Castle Age,,16,LP in der Ritterzeit,pv nell'età dei castelli,PR en la Edad de los Castillos
Inca unique unit,,16,Spezialeinh. d. Inka,Unità riservata agli Inca,Unidad única inca
Instant research,,16,Sofortige Entwicklung,Sviluppo istantaneo,Desarrollo instantáneo
instant research,,16,Sofortige Entwicklung,sviluppo istantaneo,desarrollo instantáneo
Karambit Warrior,,16,Karambitkämpfer,Guerriero con karambit,Guerrero Karambit
no minimum range,,16,keine Mindestreichweite,non hanno gittata minima,sin alcance mínimo
Parthian Tactics,,16,Parthisches Manöver,Tattica dei Parti,Tácticas de los Partos
Pass-through dmg,,16,Durchschlagsschaden,danno d'attraversamento,Daño que atraviesa
Plate Mail Armor,,16,Plattenpanzer,Corazza a piastre per fanteria,Armadura de Placas
production speed,,16,Produktionsgeschwindigkeit,velocità di produzione,velocidad de producción
Scale Mail Armor,,16,Schuppenpanzer,Corazza a scaglie per fanteria,Armadura de Láminas
Teutonic Knights,,16,Deutschritter,Cavalieri teutonici,Caballeros de la Orden Teutónica
All gold income,"10,00%",15,Alle Goldeinkommen,Tutte le entrate d'oro,Todo el oro conseguido
anti-Archer dmg,,15,anti-Bogenschützen Schaden,danno anti-arcieri,daño anti-Arqueros
Battle Elephant,,15,Elefantenreiter,Elefante da combattimento,Elefante de Combate
Bombard Cannons,,15,Belagerungskanonen,Bombarde,Cañones de Asedio
Cannon Galleons,,15,Kriegsgaleonen,Galeoni armati,Galeones Artillados
Cavalry Archers,,15,Ber. Bogenschützen,Arcieri a cavallo,Arqueros a Caballo
Demolition Raft,,15,Sprengfloß,Zattera da demolizione,Balsa de Demolición
Demolition Ship,,15,Brander,Nave da demolizione,Buque de Demolición
Double Crossbow,,15,Doppelarmbrust,Balestra doppia,Ballesta Doble
Elephant Archer,,15,Elefanten-Bogenschütze,Arciere su elefante,Elefante Arquero
Elite Chu Ko Nu,,15,Elite-Chu Ko Nu,Chu Ko Nu d'élite,Chu Ko Nu de Élite
Elite Genitours,,15,Elite-Jinete,Genitour d'élite,Genitores de Élite
